,brand,age,name,abv,rating,No. rating,nose,taste,finish
1282,Tamnavulin,,Double Cask, 40%,3.0,10,"['Fruit:100%', 'Oak:80%']","['Oak:100%', 'Fruit:100%']","['Sweet:100%', 'Oak:80%']"
1283,Tamnavulin,12Y,, 40%,3.0,10,[''],[''],['']
1284,Arran,,Robert Burns, 40%,2.9,10,[],['Zitrus:100%'],[]
1285,Jack Daniel's,,Single Barrel with Glas, 45%,2.9,10,['Spices:100%'],"['Herb:100%', 'Oak:100%']",[]
1286,Stronachie,10Y,, 43%,2.9,10,"['Herbs:100%', 'Honey:100%']","['Honey:100%', 'Pepper:100%']",[]
1287,Platte Valley,3Y,Straight Corn Whiskey, 40%,2.8,10,[''],[''],['']
1288,Drumguish,,, 40%,2.6,10,"['Herbs:100%', 'Malt:100%']","['Herbs:100%', 'Sweet:100%']",[]
1289,Haig Club,,, 40%,2.4,10,"['Caramel:100%', 'Sweet:100%']","['Caramel:100%', 'Sweet:100%']",[]
1290,Speyburn,10Y,, 43%,2.4,10,[],"['Nuts:100%', 'Fruit:100%']",[]
1291,Penderyn,,Legend Madeira, 41%,2.3,10,"['Apple:100%', 'Fruit:100%']",[],['Spices:100%']
1292,Famous Grouse,,- The Snow Grouse, 40%,1.7,10,[],['Sweet:100%'],[]
1293,Old Canada,6Y,, 40%,1.4,10,"['Mint:100%', 'Herbs:100%']",[],[]
1294,Ben Nevis,22Y,, 58%,5.0,9,"['Zitrus:100%', 'Sherry:100%']","['Sweet:100%', 'Nuts:80%']",[]
1295,Glenfarclas,9Y,, 55.1%,5.0,9,['Sherry:100%'],"['Sherry:100%', 'Fruit:70%']",[]
1296,Bowmore,15Y,Springtide, 54.9%,4.9,9,"['Chocolate:100%', 'Sweet:100%']","['Caramel:100%', 'Raisin:90%']",['Peat Smoke:100%']
1297,Glen Garioch,,Batch No. 30, 56.3%,4.8,9,['Sherry:100%'],"['Sherry:100%', 'Zitrus:70%']","['Sweet:100%', 'Sherry:90%']"
1298,Bowmore,18Y,, 43%,4.7,9,"['Fruit:100%', 'Bonfire Smoke:70%']","['Fruit:100%', 'Sweet:100%']","['Oak:100%', 'Pepper:70%']"
1299,Glenfarclas,25Y,'25 years Whisky.de', 46%,4.7,9,[''],[''],['']
1300,Glenrothes,17Y,, 46%,4.7,9,['Sherry:100%'],['Sherry:100%'],['Sherry:100%']
1301,Glenrothes,19Y,Dun Bheagan, 46%,4.7,9,['Sweet:100%'],"['Fruit:100%', 'Sweet:100%']",[]
1302,Hazelburn,13Y,First Fill Oloroso Cask Matured, 47.1%,4.7,9,"['Grass:100%', 'Raisin:100%']","['Heather:100%', 'Herbs:100%']",[]
1303,Laphroaig,10Y,Cask Strength, 55.7%,4.7,9,"['Medicinal Smoke:100%', 'Peat Smoke:100%']","['Chili:100%', 'Salt:100%']",[]
1304,Nikka,21Y,Taketsuru, 43%,4.7,9,[],"['Oil:100%', 'Nuts:100%']",[]
1305,Aberlour,,a'bunadh Batch 25, 60.4%,4.6,9,['Sherry:100%'],"['Fruit:100%', 'Sherry:100%']",['Sweet:100%']
1306,Springbank,12Y,Cask Strength Batch 8, 52.3%,4.6,9,[],['Fruit:100%'],"['Oak:100%', 'Sweet:100%']"
1307,Aberlour,,a'bunadh Batch 57, 60.7%,4.4,9,['Zitrus:100%'],"['Sweet:100%', 'Sherry:100%']","['Herb:100%', 'Sherry:100%']"
1308,Bladnoch,15Y,Adela, 46.7%,4.4,9,"['Berries:100%', 'Fruit:100%']","['Spices:100%', 'Sherry:60%']",[]
1309,Booker‘s,8Y,, 63.7%,4.4,9,"['Oak:100%', 'Sweet:100%']","['Oak:100%', 'Sweet:70%']",['Sweet:100%']
1310,Johnnie Walker,21Y,XR, 40%,4.4,9,"['Vanilla:100%', 'Honey:90%']","['Oak:100%', 'Sweet:100%']",[]
1311,Kilkerran,,Work in Progress 6 Bourbon, 46%,4.4,9,"['Fruit:100%', 'Nuts:50%']","['Malt:100%', 'Maritime Notes:100%']","['Nuts:100%', 'Sherry:100%']"
1312,Linkwood,,, 45%,4.4,9,"['Oil:100%', 'Sweet:100%']","['Sweet:100%', 'Chocolate:80%']",[]
1313,Macallan,12Y,Sherry cask Magnum, 43%,4.4,9,"['Sweet:100%', 'Fruit:100%']","['Sherry:100%', 'Oak:70%']","['Malt:100%', 'Sherry:100%']"
1314,Aberlour,,a'bunadh Batch 46, 60.4%,4.3,9,"['Fruit:100%', 'Sherry:60%']","['Sherry:100%', 'Zitrus:40%']",[]
1315,Bowmore,18Y,Vintners Trilogy-Manzanilla Cask, 52.5%,4.3,9,"['Peat Smoke:100%', 'Zitrus:60%']","['Sweet:100%', 'Chili:70%']","['Herb:100%', 'Spices:100%']"
1316,Caol Ila,,, 43%,4.3,9,"['Medicinal Smoke:100%', 'Pepper:100%']","['Cinnamon:100%', 'Grape:100%']","['Pepper:100%', 'Spices:100%']"
1317,Glenfarclas,,- Oloroso Sherry Cask - Premium Edition, 46%,4.3,9,"['Oak:100%', 'Sherry:100%']",['Sweet:100%'],"['Sherry:100%', 'Peat Smoke:100%']"
1318,Glenfiddich,18Y,, 43%,4.3,9,[],['Nuts:100%'],[]
1319,Highland Park,17Y,Ice Edition, 53.9%,4.3,9,"['Peat Smoke:100%', 'Spices:50%']","['Sweet:100%', 'Peat Smoke:100%']","['Oak:100%', 'Oil:90%']"
1320,Midleton,,Barry Crockett Legacy, 46%,4.3,9,"['Vanilla:100%', 'Oak:90%']","['Sweet:100%', 'Pepper:80%']",[]
1321,Suntory,,Yamazaki Sherry Cask, 48%,4.3,9,"['Raisin:100%', 'Sweet:100%']","['Sweet:100%', 'Fruit:90%']","['Sherry:100%', 'Sweet:100%']"
1322,Tullibardine,,The Murray Port Wood Finish for Whisky.de, 46%,4.3,9,[],"['Sweet:100%', 'Fruit:80%']",[]
1323,Benriach,20Y,, 43%,4.2,9,['Sherry:100%'],['Sweet:100%'],['Spices:100%']
1324,Benromach,,Hermitage, 45%,4.2,9,['Peat Smoke:100%'],['Fruit:100%'],[]
1325,Classic Malts,,Collection Strong, 43%,4.2,9,[''],[''],['']
1326,Edradour,,Burgundy Batch No. 2, 46%,4.2,9,"['Vanilla:100%', 'Sweet:100%']","['Chili:100%', 'Fruit:100%']",[]
1327,Glenfiddich,15Y,, 51%,4.2,9,"['Lemon:100%', 'Raisin:100%']","['Cinnamon:100%', 'Malt:100%']","['Malt:100%', 'Oak:100%']"
1328,Knob Creek,,Small Batch, 50%,4.2,9,[],['Sweet:100%'],[]
1329,Lagavulin,12Y,Cask Strength, 55.1%,4.2,9,['Spices:100%'],"['Peat Smoke:100%', 'Malt:50%']","['Spices:100%', 'Peat Smoke:100%']"
1330,Springbank,12Y,, 54.1%,4.2,9,"['Chili:100%', 'Cinnamon:100%']","['Anise:100%', 'Heather:100%']","['Malt:100%', 'Heather:80%']"
1331,Ardbeg,10Y,TEN Black Mystery, 46%,4.1,9,['Peat Smoke:100%'],['Spices:100%'],[]
1332,Arran,17Y,Private Cask, 53.8%,4.1,9,"['Herb:100%', 'Spices:100%']","['Sweet:100%', 'Sherry:100%']",[]
1333,Ballechin,,Bordeaux Cask Matured, 46%,4.1,9,['Fruit:100%'],['Fruit:100%'],[]
1334,Oban,,, 43%,4.1,9,"['Seaweed:100%', 'Maritime Notes:100%']","['Seaweed:100%', 'Maritime Notes:100%']","['Heather:100%', 'Herbs:100%']"
1335,Port Charlotte,10Y,2nd Edition, 50%,4.1,9,"['Peat Smoke:100%', 'Maritime Notes:60%']","['Peat Smoke:100%', 'Malt:40%']","['Peat Smoke:100%', 'Oak:50%']"
1336,Springbank,12Y,Green, 46%,4.1,9,"['Salt:100%', 'Maritime Notes:100%']","['Fruit:100%', 'Oil:80%']","['Sweet:100%', 'Salt:90%']"
1337,Talisker,,Triple Matured Edition, 48%,4.1,9,"['Sweet:100%', 'Oak:80%']","['Spices:100%', 'Chili:60%']","['Malt:100%', 'Spices:100%']"
1338,Talisker,,, 45.8%,4.1,9,"['Orange:100%', 'Pear:100%']","['Apple:100%', 'Fruit:100%']","['Sherry:100%', 'Oak:100%']"
1339,Aberlour,,Triple Cask, 40%,4.0,9,[],['Fruit:100%'],"['Sweet:100%', 'Sherry:50%']"
1340,Caol Ila,,, 43%,4.0,9,['Peat Smoke:100%'],[],"['Sweet:100%', 'Peat Smoke:100%']"
1341,Dalwhinnie,,, 43%,4.0,9,"['Sherry:100%', 'Oak:50%']",['Sherry:100%'],['Sherry:100%']
1342,Dalwhinnie,,, 43%,4.0,9,"['Sweet:100%', 'Fruit:100%']",['Malt:100%'],"['Malt:100%', 'Sweet:100%']"
1343,Glenrothes,,Vintage, 43%,4.0,9,"['Oak:100%', 'Sweet:100%']","['Oak:100%', 'Sweet:100%']",['Oak:100%']
1344,Bowmore,16Y,Oloroso Matured Natural Cask Strength, 53.8%,3.9,9,"['Peat Smoke:100%', 'Spices:60%']","['Fruit:100%', 'Floral:80%']","['Sweet:100%', 'Peat Smoke:100%']"
1345,Glen Els,,Ember, 45.9%,3.9,9,['Sherry:100%'],[],"['Sweet:100%', 'Peat Smoke:100%']"
1346,Glenallachie,10Y,Cask Strength Batch 1, 57.1%,3.9,9,"['Sweet:100%', 'Fruit:70%']","['Spices:100%', 'Sweet:70%']","['Spices:100%', 'Oak:80%']"
1347,Glenlossie,,, 46%,3.9,9,"['Zitrus:100%', 'Oak:100%']","['Pepper:100%', 'Sweet:100%']",[]
1348,Green Spot,,Château Léoville Barton, 46%,3.9,9,[],['Sweet:100%'],"['Sweet:100%', 'Spices:80%']"
1349,Johnnie Walker,10Y,Select Casks - Rye Cask Finish, 46%,3.9,9,"['Vanilla:100%', 'Sweet:100%']","['Sweet:100%', 'Nuts:50%']","['Spices:100%', 'Sweet:80%']"
1350,Kavalan,,Podium, 46%,3.9,9,[],"['Sweet:100%', 'Fruit:60%']",[]
1351,Tamdhu,8Y,, 43%,3.9,9,[''],[''],['']
1352,Teerenpeli,,Kaski, 43%,3.9,9,"['Orange:100%', 'Zitrus:100%']","['Orange:100%', 'Zitrus:100%']","['Chocolate:100%', 'Vanilla:100%']"
1353,Balblair,22Y,Vintage 3rd Release, 46%,3.8,9,"['Fruit:100%', 'Zitrus:50%']",['Fruit:100%'],['Malt:100%']
1354,Dalwhinnie,,, 43%,3.8,9,[],"['Sweet:100%', 'Zitrus:50%']",['Sweet:100%']
1355,Evan Williams,,Single Barrel Vintage, 43.3%,3.8,9,[''],[''],['']
1356,Glen Deveron,20Y,Royal Burgh Collection, 40%,3.8,9,[],"['Oil:100%', 'Nuts:100%']",[]
1357,Glenmorangie,,Tarlogan, 43%,3.8,9,['Oak:100%'],['Nuts:100%'],"['Fruit:100%', 'Sweet:100%']"
1358,Glenmorangie,,The Taghta, 46%,3.8,9,"['Almonds:100%', 'Dried Fruit:100%']","['Orange:100%', 'Zitrus:100%']","['Orange:100%', 'Leather:100%']"
1359,Strathmill,12Y,, 43%,3.8,9,"['Malt:100%', 'Sherry:60%']","['Malt:100%', 'Spices:100%']",['Malt:100%']
1360,The Six Isles,,Pomerol Finish, 48%,3.8,9,['Peat Smoke:100%'],"['Fruit:100%', 'Peat Smoke:100%']","['Peat Smoke:100%', 'Maritime Notes:60%']"
1361,Ardmore,,Traditional Cask with Nosingglas, 46%,3.7,9,[],"['Malt:100%', 'Peat Smoke:100%']",[]
1362,Balblair,,Vintage, 43%,3.7,9,"['Vanilla:100%', 'Sweet:100%']","['Malt:100%', 'Honey:100%']",['Fruit:100%']
1363,Dalwhinnie,,, 43%,3.7,9,"['Sweet:100%', 'Fruit:100%']",['Sherry:100%'],"['Malt:100%', 'Oak:100%']"
1364,Glenkinchie,15Y,, 43%,3.7,9,"['Green Apple:100%', 'Pear:100%']","['Apple:100%', 'Cherry:100%']","['Heather:100%', 'Honey:100%']"
1365,Hazelburn,,CV, 46%,3.7,9,[''],[''],['']
1366,Bruichladdich,8Y,The Laddie Eight, 50%,3.6,9,"['Fruit:100%', 'Maritime Notes:60%']",['Maritime Notes:100%'],[]
1367,Edradour,,Ruby Port Batch No. 1, 46%,3.6,9,[],"['Fruit:100%', 'Sweet:100%']",[]
1368,Glen Els,,COSY WINTER II, 49.3%,3.6,9,"['Raisin:100%', 'Sherry:100%']","['Almonds:100%', 'Nuts:100%']",['Sherry:100%']
1369,Glenfarclas,10Y,105 Cask Strength, 60%,3.6,9,[],"['Fruit:100%', 'Sherry:70%']",['Sherry:100%']
1370,Glenmorangie,,Burgundy Wood Finish, 43%,3.6,9,[],"['Fruit:100%', 'Sweet:80%']",['Sherry:100%']
1371,Glenmorangie,,Sherry Wood Finish, 43%,3.6,9,['Sherry:100%'],[],[]
1372,Laphroaig,,Cairdeas - Feis Ile 2017, 57.2%,3.6,9,"['Zitrus:100%', 'Maritime Notes:100%']",['Maritime Notes:100%'],[]
1373,Mackmyra,,Midnattssol, 46.1%,3.6,9,[],['Fruit:100%'],[]
1374,,,Navigator, 46%,3.6,9,"['Vanilla:100%', 'Sweet:100%']","['Honey:100%', 'Sweet:100%']","['Maritime Notes:100%', 'Spices:100%']"
1375,Tullamore D.E.W.,,Phoenix, 55%,3.6,9,[''],[''],['']
1376,Writers Tears,,Red Head, 46%,3.6,9,['Sherry:100%'],"['Fruit:100%', 'Vanilla:70%']","['Spices:100%', 'Sherry:60%']"
1377,Edradour,9Y,sauternes cask matured 3rd batch, 46%,3.4,9,[],"['Oak:100%', 'Fruit:100%']","['Nuts:100%', 'Sweet:100%']"
1378,Evan Williams,,Black label, 43%,3.4,9,[],['Sweet:100%'],"['Vanilla:100%', 'Sweet:100%']"
1379,Lochnagar,12Y,, 40%,3.4,9,[''],[''],['']
1380,Aberlour,10Y,, 43%,3.3,9,[''],[''],['']
1381,Big Peat,,Christmas Edition, 54.9%,3.3,9,"['Peat Smoke:100%', 'Zitrus:50%']","['Fruit:100%', 'Sweet:100%']",['Maritime Notes:100%']
1382,Dalwhinnie,15Y,, 43%,3.3,9,"['Sweet:100%', 'Fruit:100%']","['Sweet:100%', 'Vanilla:70%']",[]
1383,Jefferson's,,Very Small Batch, 41.2%,3.3,9,[],['Sherry:100%'],[]
1384,Jim Beam,,Rye Pre-Prohibition Style, 40%,3.3,9,['Herbs:100%'],"['Herbs:100%', 'Malt:100%']","['Oak:100%', 'Spices:100%']"
1385,Säntis Malt,,, 40%,3.3,9,[],['Sherry:100%'],[]
1386,Scapa,12Y,, 40%,3.3,9,"['Zitrus:100%', 'Maritime Notes:100%']","['Malt:100%', 'Honey:100%']",[]
1387,Wild Turkey,,American Honey, 35.5%,3.3,9,"['Honey:100%', 'Sweet:100%']","['Honey:100%', 'Sweet:100%']",[]
1388,Bowmore,12Y,Enigma - old Casing, 40%,3.2,9,"['Herbs:100%', 'Sherry:100%']","['Herbs:100%', 'Fruit:100%']","['Herb:100%', 'Sweet:100%']"
1389,Bunnahabhain,,Ceòbanach Batch 01, 46.3%,3.2,9,"['Seaweed:100%', 'Maritime Notes:100%']","['Pepper:100%', 'Vanilla:100%']","['Pepper:100%', 'Maritime Notes:100%']"
1390,Bunnahabhain,,Mòine, 46.3%,3.2,9,"['Seaweed:100%', 'Maritime Notes:100%']","['Maritime Notes:100%', 'Nuts:100%']","['Peat Smoke:100%', 'Oak:70%']"
1391,Glen Garioch,,Founders Reserve, 48%,3.2,9,['Spices:100%'],[],['Malt:100%']
1392,Nikka,,Miyagikyo, 45%,3.2,9,['Sweet:100%'],"['Sweet:100%', 'Fruit:80%']","['Malt:100%', 'Nuts:70%']"
1393,Akashi,,, 46%,3.1,9,"['Sweet:100%', 'Floral:80%']","['Sweet:100%', 'Oil:70%']","['Oak:100%', 'Sweet:100%']"
1394,Bowmore,17Y,old bottling, 43%,3.1,9,[],"['Sweet:100%', 'Malt:80%']",['Sweet:100%']
1395,Glen Moray,,Classic Peated, 40%,3.1,9,"['Peat Smoke:100%', 'Sweet:70%']","['Peat Smoke:100%', 'Sweet:70%']",['Peat Smoke:100%']
1396,West Cork,,The Pogues, 40%,3.1,9,"['Malt:100%', 'Nuts:90%']","['Malt:100%', 'Nuts:90%']",[]
1397,Knockando,12Y,, 43%,3.0,9,['Nuts:100%'],"['Oil:100%', 'Nuts:100%']",[]
1398,Glenmorangie,10Y,, 40%,2.9,9,"['Lemon:100%', 'Peach:100%']","['Alcohol:100%', 'Oak:100%']",['Oak:100%']
1399,Glenmorangie,,Sherry Wood Finish, 43%,2.8,9,"['Sweet:100%', 'Sherry:100%']",['Sherry:100%'],['Sherry:100%']
1400,Ledaig,,Peaty, 42%,2.8,9,"['Sweet:100%', 'Peat Smoke:100%']","['Maritime Notes:100%', 'Peat Smoke:100%']",['Peat Smoke:100%']
1401,Mackmyra,,Vit Hund, 46.1%,2.7,9,"['Plum:100%', 'Malt:100%']","['Herbs:100%', 'Malt:100%']",[]
1402,West Cork,12Y,Sherry Cask Finish, 43%,2.7,9,"['Floral:100%', 'Herbs:100%']","['Fruit:100%', 'Sweet:100%']",[]
1403,Teachers,,Highland Cream (Relaunch 2016), 40%,2.6,9,"['Sweet:100%', 'Peat Smoke:100%']","['Sweet:100%', 'Nuts:70%']","['Peat Smoke:100%', 'Spices:70%']"
1404,Beinn Dubh,,Flying Scotsman, 43%,2.4,9,"['Raisin:100%', 'Fruit:100%']","['Sweet:100%', 'Chocolate:80%']",[]
1405,Glenfiddich,,Pure Malt, 43%,2.4,9,[],[],['Malt:100%']
1406,Penderyn,,Peated, 46%,2.2,9,"['Chocolate:100%', 'Caramel:100%']","['Grass:100%', 'Herbs:100%']",[]
1407,Stonewood,3Y,Smokey Monk, 40%,2.1,9,"['Ham:100%', 'Malt:70%']","['Malt:100%', 'Oak:90%']",['Nuts:100%']
1408,,3Y,Racke Rauchzart, 40%,1.8,9,[''],[''],['']
1409,Glendronach,17Y,Single Cask, 53%,4.9,8,"['Fruit:100%', 'Sherry:100%']",['Spices:100%'],['Oak:100%']
1410,Lagavulin,,, 43%,4.9,8,['Sherry:100%'],"['Peat Smoke:100%', 'Sherry:70%']",['Sherry:100%']
1411,Ben Nevis,22Y,, 46%,4.8,8,"['Herbs:100%', 'Oak:100%']","['Spices:100%', 'Oak:50%']","['Malt:100%', 'Nuts:100%']"
1412,Glenfarclas,25Y,Vintage, 46%,4.8,8,[''],[''],['']
1413,Aberfeldy,,, 46%,4.6,8,"['Spices:100%', 'Fruit:100%']","['Banana:100%', 'Pepper:100%']",[]
1414,Aberlour,,a'bunadh Batch 22, 59.3%,4.6,8,[],"['Malt:100%', 'Sherry:100%']",['Spices:100%']
1415,Aberlour,,a'bunadh Batch 40, 60%,4.6,8,"['Sherry:100%', 'Peat Smoke:100%']","['Oil:100%', 'Nuts:100%']","['Honey:100%', 'Oil:100%']"
1416,Glenfarclas,23Y,No.17 Alexander Selkirk, 46%,4.6,8,[],"['Dried Fruit:100%', 'Coffee:100%']",[]
1417,Ledaig,11Y,Hermitage Wood Finish, 45%,4.6,8,"['Peat Smoke:100%', 'Fruit:80%']","['Fruit:100%', 'Nuts:70%']","['Spices:100%', 'Sweet:80%']"
1418,Talisker,25Y,, 54.2%,4.6,8,"['Maritime Notes:100%', 'Spices:100%']","['Maritime Notes:100%', 'Nuts:100%']","['Herb:100%', 'Sweet:100%']"
1419,Ballechin,,Burgundy Matured, 46%,4.5,8,"['Fruit:100%', 'Peat Smoke:100%']","['Fruit:100%', 'Peat Smoke:100%']",[]
1420,Ballechin,14Y,'Whisky.de exklusiv', 55.5%,4.5,8,[''],[''],['']
1421,Benriach,21Y,Tawny Port Finish, 46%,4.5,8,"['Sweet:100%', 'Sherry:70%']","['Berries:100%', 'Malt:100%']","['Sweet:100%', 'Spices:100%']"
1422,Dalmore,,Dominium, 43%,4.5,8,"['Herb:100%', 'Sweet:100%']","['Berries:100%', 'Fruit:100%']","['Fruit:100%', 'Spices:100%']"
1423,Glen Moray,18Y,, 47.2%,4.5,8,"['Grapefruit:100%', 'Zitrus:100%']","['Oak:100%', 'Nuts:70%']","['Nuts:100%', 'Sherry:60%']"
1424,Glenrothes,30Y,, 43%,4.5,8,['Oak:100%'],"['Sweet:100%', 'Oak:70%']","['Malt:100%', 'Spices:100%']"
1425,Macallan,,, 43%,4.5,8,"['Zitrus:100%', 'Spices:100%']","['Fruit:100%', 'Zitrus:50%']","['Zitrus:100%', 'Oak:100%']"
1426,Balblair,,Vintage, 46%,4.4,8,"['Pear:100%', 'Fruit:100%']","['Spices:100%', 'Fruit:50%']","['Malt:100%', 'Spices:100%']"
1427,Benriach,15Y,Sauternes Wood Finish, 46%,4.4,8,"['Peach:100%', 'Melon:100%']","['Oak:100%', 'Fruit:100%']",[]
1428,Benriach,17Y,Rioja, 46%,4.4,8,['Fruit:100%'],"['Oak:100%', 'Fruit:100%']",[]
1429,Caol Ila,12Y,Unpeated, 64%,4.4,8,[''],[''],['']
1430,Cragganmore,,, 40%,4.4,8,[],['Malt:100%'],['Oak:100%']
1431,Edradour,,Barolo - Batch No. 1, 46%,4.4,8,"['Fruit:100%', 'Malt:70%']","['Fruit:100%', 'Spices:100%']",['Spices:100%']
1432,Kilchoman,8Y,Vintage, 46%,4.4,8,"['Herbs:100%', 'Maritime Notes:100%']","['Seaweed:100%', 'Salt:100%']","['Peat Smoke:100%', 'Spices:70%']"
1433,Laphroaig,,Brodir, 48%,4.4,8,"['Sweet:100%', 'Oak:60%']","['Sweet:100%', 'Berries:80%']","['Sweet:100%', 'Peat Smoke:100%']"
1434,Laphroaig,16Y,, 43%,4.4,8,"['Peat Smoke:100%', 'Maritime Notes:60%']","['Peat Smoke:100%', 'Maritime Notes:60%']",['Maritime Notes:100%']
1435,Springbank,12Y,Cask Strength, 53.2%,4.4,8,"['Herbs:100%', 'Bonfire Smoke:70%']","['Pepper:100%', 'Sweet:100%']","['Herb:100%', 'Sweet:100%']"
1436,Benriach,18Y,Albariza, 46%,4.3,8,"['Sherry:100%', 'Peat Smoke:100%']","['Spices:100%', 'Sweet:80%']","['Oak:100%', 'Sweet:100%']"
1437,Bowmore,10Y,The Devil's Casks, 56.9%,4.3,8,[],"['Malt:100%', 'Maritime Notes:100%']","['Herbs:100%', 'Maritime Notes:100%']"
1438,Deanston,10Y,, 57.5%,4.3,8,"['Sweet:100%', 'Spices:80%']","['Oak:100%', 'Fruit:100%']","['Sherry:100%', 'Oak:100%']"
1439,Glengoyne,14Y,Port, 46%,4.3,8,"['Sherry:100%', 'Oak:50%']","['Fruit:100%', 'Spices:100%']","['Sherry:100%', 'Peat Smoke:50%']"
1440,Lagavulin,,Distillers Edition, 43%,4.3,8,"['Bonfire Smoke:100%', 'Vanilla:100%']","['Sweet:100%', 'Sherry:100%']","['Sherry:100%', 'Peat Smoke:100%']"
1441,Nikka,17Y,Taketsuru, 43%,4.3,8,"['Herb:100%', 'Leather:90%']","['Nuts:100%', 'Oil:90%']","['Herbs:100%', 'Peat Smoke:100%']"
1442,Tobermory,12Y,Manzanilla Finish, 46.3%,4.3,8,"['Sweet:100%', 'Nuts:70%']","['Spices:100%', 'Maritime Notes:30%']","['Oak:100%', 'Spices:100%']"
1443,Arran,,Devil`s Punch Bowl Chapter III, 53.4%,4.1,8,"['Zitrus:100%', 'Sherry:100%']","['Oak:100%', 'Fruit:100%']","['Sweet:100%', 'Spices:100%']"
1444,Bowmore,10Y,Tempest Batch No. 3, 55.6%,4.1,8,[],['Fruit:100%'],[]
1445,Brigantia,3Y,, 43%,4.1,8,['Fruit:100%'],['Fruit:100%'],['Sherry:100%']
1446,Bruichladdich,,Organic Multi Vintage, 46%,4.1,8,"['Sweet:100%', 'Oil:70%']","['Vanilla:100%', 'Sweet:100%']",['Sweet:100%']
1447,Bruichladdich,21Y,Cuvee 382 La Berenice, 46%,4.1,8,"['Almonds:100%', 'Nuts:100%']","['Malt:100%', 'Nuts:100%']",[]
1448,Dalmore,,Gran Reserva, 40%,4.1,8,['Sweet:100%'],"['Chocolate:100%', 'Sweet:100%']",['Sherry:100%']
1449,Glen Scotia,10Y,Peated, 46%,4.1,8,"['Maritime Notes:100%', 'Peat Smoke:100%']",['Peat Smoke:100%'],"['Sweet:100%', 'Peat Smoke:100%']"
1450,Glendronach,,Cask Strength Batch 7, 57.9%,4.1,8,"['Sweet:100%', 'Zitrus:60%']","['Zitrus:100%', 'Sherry:100%']",['Sherry:100%']
1451,Kilchoman,,Vintage, 46%,4.1,8,"['Maritime Notes:100%', 'Sweet:100%']",['Maritime Notes:100%'],"['Peat Smoke:100%', 'Maritime Notes:50%']"
1452,Tamdhu,10Y,Sherry Cask with Laterne, 43%,4.1,8,"['Vanilla:100%', 'Sweet:100%']","['Sweet:100%', 'Oak:50%']","['Fruit:100%', 'Sweet:100%']"
1453,Arran,17Y,, 53.4%,4.0,8,"['Sweet:100%', 'Fruit:100%']","['Sweet:100%', 'Blackberry:80%']",['Spices:100%']
1454,Auchentoshan,,Virgin Oak, 46%,4.0,8,[''],[''],['']
1455,Ballechin,,Bourbon Matured Batch #6, 46%,4.0,8,"['Honey:100%', 'Vanilla:100%']","['Leather:100%', 'Chili:100%']","['Vanilla:100%', 'Sweet:100%']"
1456,Bowmore,10Y,Tempest Batch No. 6, 54.9%,4.0,8,"['Vanilla:100%', 'Sweet:100%']","['Peat Smoke:100%', 'Zitrus:50%']","['Pepper:100%', 'Spices:100%']"
1457,Bruichladdich,,Classic, 46%,4.0,8,[''],[''],['']
1458,Deanston,9Y,Bordeaux Red Wine Cask Matured, 58.7%,4.0,8,[],"['Berries:100%', 'Malt:100%']",[]
1459,George Dickel,,No. 12, 45%,4.0,8,[''],[''],['']
1460,Glengoyne,17Y,, 40%,4.0,8,"['Pear:100%', 'Raisin:100%']","['Oak:100%', 'Spices:100%']","['Oak:100%', 'Spices:100%']"
1461,Glenlivet,16Y,Nadurra, 48%,4.0,8,"['Fruit:100%', 'Spices:50%']","['Spices:100%', 'Malt:50%']","['Sherry:100%', 'Oak:100%']"
1462,Kilchoman,4Y,Madeira Cask Matured, 50%,4.0,8,"['Fruit:100%', 'Peat Smoke:100%']","['Fruit:100%', 'Peat Smoke:100%']",[]
1463,Knockando,12Y,, 43%,4.0,8,"['Sweet:100%', 'Nuts:70%']",['Nuts:100%'],['Oak:100%']
1464,Lagavulin,12Y,Cask Strength, 54.4%,4.0,8,"['Peat Smoke:100%', 'Sweet:50%']","['Sweet:100%', 'Malt:70%']","['Peat Smoke:100%', 'Malt:70%']"
1465,Lot 40,,, 43%,4.0,8,"['Clove:100%', 'Spices:100%']","['Wheat:100%', 'Malt:100%']","['Malt:100%', 'Wheat:100%']"
1466,Octomore,5Y,09.1, 59.1%,4.0,8,"['Peat Smoke:100%', 'Sweet:70%']","['Fruit:100%', 'Peat Smoke:100%']","['Peat Smoke:100%', 'Sweet:70%']"
1467,The Deveron,18Y,, 40%,4.0,8,"['Nuts:100%', 'Apple:100%']","['Nuts:100%', 'Fruit:90%']",['Nuts:100%']
1468,Woodford Reserve,,Distiller's Select, 45.2%,4.0,8,[],"['Grass:100%', 'Herbs:100%']",['Sweet:100%']
1469,Aberfeldy,,, 46%,3.9,8,[],[],[]
1470,Benriach,,Cask Strength Batch 1, 57.2%,3.9,8,"['Herbs:100%', 'Vanilla:100%']","['Ginger:100%', 'Heather:90%']","['Barley:100%', 'Coconut:100%']"
1471,Bruichladdich,16Y,Cuvee D Pessac Leognan, 46%,3.9,8,"['Nuts:100%', 'Maritime Notes:100%']","['Maritime Notes:100%', 'Nuts:100%']","['Malt:100%', 'Maritime Notes:100%']"
1472,Cragganmore,,, 40%,3.9,8,"['Coffee:100%', 'Grape:100%']","['Barley:100%', 'Malt:100%']",[]
1473,Glenallachie,18Y,, 46%,3.9,8,[],['Fruit:100%'],[]
